-28.373,0,0,0,0,0,0,0,0,0,0,0,0,-29.63,0,0,0,0,0,0,0,0,0,0,0,0,-28.091,0,0,0,0,0,0,0,0,0,0,0,0,-28.53,0,0,0,0,0,0,0,0,0,0,0,0,-29.13,0,0,0,0,0,0,0,0,0,0,0,0,-29.995,0,0,0,0,0,0,0,0,0,0,0,0,-30.524,0,0,0,0,0,0,0,0,0,0,0,0,-28.671,0,0,0,0,0,0,0,0,0,0,0,0,-33.16,0,0,0,0,0,0,0,0,0,0,0,0,-34.738,0,0,0,0,0,0,0,0,0,0,0,0
-28.53,0,0,0,0,0,0,0,0,0,0,0,0,-29.13,0,0,0,0,0,0,0,0,0,0,0,0,-29.995,0,0,0,0,0,0,0,0,0,0,0,0,-30.524,0,0,0,0,0,0,0,0,0,0,0,0,-28.671,0,0,0,0,0,0,0,0,0,0,0,0,-33.16,0,0,0,0,0,0,0,0,0,0,0,0,-34.738,0,0,0,0,0,0,0,0,0,0,0,0,-36.037,0,0,0,0,0,0,0,0,0,0,0,0,-31.657,0,0,0,0,0,0,0,0,0,0,0,0,-30.478,0,0,0,0,0,0,0,0,0,0,0,0
-30.524,0,0,0,0,0,0,0,0,0,0,0,0,-28.671,0,0,0,0,0,0,0,0,0,0,0,0,-33.16,0,0,0,0,0,0,0,0,0,0,0,0,-34.738,0,0,0,0,0,0,0,0,0,0,0,0,-36.037,0,0,0,0,0,0,0,0,0,0,0,0,-31.657,0,0,0,0,0,0,0,0,0,0,0,0,-30.478,0,0,0,0,0,0,0,0,0,0,0,0,-29.178,0,0,0,0,0,0,0,0,0,0,0,0,-26.271,0,0,0,0,0,0,0,0,0,0,0,0,-24.486,0,0,0,0,0,0,0,0,0,0,0,0
-34.738,0,0,0,0,0,0,0,0,0,0,0,0,-36.037,0,0,0,0,0,0,0,0,0,0,0,0,-31.657,0,0,0,0,0,0,0,0,0,0,0,0,-30.478,0,0,0,0,0,0,0,0,0,0,0,0,-29.178,0,0,0,0,0,0,0,0,0,0,0,0,-26.271,0,0,0,0,0,0,0,0,0,0,0,0,-24.486,0,0,0,0,0,0,0,0,0,0,0,0,-18.047,0,0,0,0,0,0,0,0,0,0,0,0,-13.501,0,0,0,0,0,0,0,0,0,0,0,0,-11.344,0,0,0,0,0,0,0,0,0,0,0,0
-30.478,0,0,0,0,0,0,0,0,0,0,0,0,-29.178,0,0,0,0,0,0,0,0,0,0,0,0,-26.271,0,0,0,0,0,0,0,0,0,0,0,0,-24.486,0,0,0,0,0,0,0,0,0,0,0,0,-18.047,0,0,0,0,0,0,0,0,0,0,0,0,-13.501,0,0,0,0,0,0,0,0,0,0,0,0,-11.344,0,0,0,0,0,0,0,0,0,0,0,0,-10.515,0,0,0,0,0,0,0,0,0,0,0,0,-6.1143,0,0,0,0,0,0,0,0,0,0,0,0,4.9311,1.6047,0.65529,-1.1845,-2.7854,-3.1142,-2.0211,-0.29167,1.0195,1.3594,0.93051,0.33294,0.016523
-24.486,0,0,0,0,0,0,0,0,0,0,0,0,-18.047,0,0,0,0,0,0,0,0,0,0,0,0,-13.501,0,0,0,0,0,0,0,0,0,0,0,0,-11.344,0,0,0,0,0,0,0,0,0,0,0,0,-10.515,0,0,0,0,0,0,0,0,0,0,0,0,-6.1143,0,0,0,0,0,0,0,0,0,0,0,0,4.9311,1.6047,0.65529,-1.1845,-2.7854,-3.1142,-2.0211,-0.29167,1.0195,1.3594,0.93051,0.33294,0.016523,5.5597,2.8291,1.4047,-1.5288,-4.2667,-5.1767,-3.8934,-1.45,0.64371,1.5029,1.2615,0.62199,0.15095,7.1424,2.5701,1.1816,-1.6053,-4.1376,-4.8581,-3.4606,-1.002,1.0182,1.7463,1.36,0.6123,0.11358,7.4158,4.0461,1.6096,-2.9771,-6.777,-7.3184,-4.5333,-0.58054,2.0827,2.5209,1.5422,0.49808,0.051888
-11.344,0,0,0,0,0,0,0,0,0,0,0,0,-10.515,0,0,0,0,0,0,0,0,0,0,0,0,-6.1143,0,0,0,0,0,0,0,0,0,0,0,0,4.9311,1.6047,0.65529,-1.1845,-2.7854,-3.1142,-2.0211,-0.29167,1.0195,1.3594,0.93051,0.33294,0.016523,5.5597,2.8291,1.4047,-1.5288,-4.2667,-5.1767,-3.8934,-1.45,0.64371,1.5029,1.2615,0.62199,0.15095,7.1424,2.5701,1.1816,-1.6053,-4.1376,-4.8581,-3.4606,-1.002,1.0182,1.7463,1.36,0.6123,0.11358,7.4158,4.0461,1.6096,-2.9771,-6.777,-7.3184,-4.5333,-0.58054,2.0827,2.5209,1.5422,0.49808,0.051888,6.7882,3.6036,1.1852,-3.0682,-6.2274,-6.1595,-3.2653,0.15135,2.0146,1.9609,1.0253,0.29302,0.042995,7.3279,3.68,1.2723,-2.8807,-5.841,-5.6945,-3.1152,-0.36944,0.91383,0.84156,0.44603,0.30826,0.21223,8.2199,3.9816,1.2568,-3.0967,-5.9075,-5.6253,-3.2609,-0.87772,0.25403,0.30867,0.21214,0.39333,0.37393
4.9311,1.6047,0.65529,-1.1845,-2.7854,-3.1142,-2.0211,-0.29167,1.0195,1.3594,0.93051,0.33294,0.016523,5.5597,2.8291,1.4047,-1.5288,-4.2667,-5.1767,-3.8934,-1.45,0.64371,1.5029,1.2615,0.62199,0.15095,7.1424,2.5701,1.1816,-1.6053,-4.1376,-4.8581,-3.4606,-1.002,1.0182,1.7463,1.36,0.6123,0.11358,7.4158,4.0461,1.6096,-2.9771,-6.777,-7.3184,-4.5333,-0.58054,2.0827,2.5209,1.5422,0.49808,0.051888,6.7882,3.6036,1.1852,-3.0682,-6.2274,-6.1595,-3.2653,0.15135,2.0146,1.9609,1.0253,0.29302,0.042995,7.3279,3.68,1.2723,-2.8807,-5.841,-5.6945,-3.1152,-0.36944,0.91383,0.84156,0.44603,0.30826,0.21223,8.2199,3.9816,1.2568,-3.0967,-5.9075,-5.6253,-3.2609,-0.87772,0.25403,0.30867,0.21214,0.39333,0.37393,8.3099,4.5256,0.77096,-4.3284,-6.475,-4.7621,-1.875,-0.46918,-0.70888,-1.0695,-0.50527,0.45707,0.57653,7.2225,4.6626,-0.14891,-5.1251,-5.5685,-2.6885,-0.39713,-0.27501,-1.4227,-2.2496,-1.5767,0.040193,0.60214,6.5091,2.9778,-1.2919,-4.3635,-2.7214,0.54425,1.4648,0.2439,-1.2295,-2.0667,-1.7303,-0.41496,0.30244
7.4158,4.0461,1.6096,-2.9771,-6.777,-7.3184,-4.5333,-0.58054,2.0827,2.5209,1.5422,0.49808,0.051888,6.7882,3.6036,1.1852,-3.0682,-6.2274,-6.1595,-3.2653,0.15135,2.0146,1.9609,1.0253,0.29302,0.042995,7.3279,3.68,1.2723,-2.8807,-5.841,-5.6945,-3.1152,-0.36944,0.91383,0.84156,0.44603,0.30826,0.21223,8.2199,3.9816,1.2568,-3.0967,-5.9075,-5.6253,-3.2609,-0.87772,0.25403,0.30867,0.21214,0.39333,0.37393,8.3099,4.5256,0.77096,-4.3284,-6.475,-4.7621,-1.875,-0.46918,-0.70888,-1.0695,-0.50527,0.45707,0.57653,7.2225,4.6626,-0.14891,-5.1251,-5.5685,-2.6885,-0.39713,-0.27501,-1.4227,-2.2496,-1.5767,0.040193,0.60214,6.5091,2.9778,-1.2919,-4.3635,-2.7214,0.54425,1.4648,0.2439,-1.2295,-2.0667,-1.7303,-0.41496,0.30244,6.3866,3.0458,-1.1366,-3.8418,-2.098,0.34175,0.1395,-1.2555,-1.9503,-2.0551,-1.4474,-0.092402,0.48491,5.4273,3.1062,-1.4602,-4.744,-3.0075,0.51331,1.6883,0.64984,-0.88527,-2.0702,-2.0046,-0.59263,0.3159,6.1166,2.6246,0.20084,-2.7421,-3.1996,-0.94794,1.216,0.91352,-1.1429,-2.417,-1.74,-0.31954,0.22849
8.2199,3.9816,1.2568,-3.0967,-5.9075,-5.6253,-3.2609,-0.87772,0.25403,0.30867,0.21214,0.39333,0.37393,8.3099,4.5256,0.77096,-4.3284,-6.475,-4.7621,-1.875,-0.46918,-0.70888,-1.0695,-0.50527,0.45707,0.57653,7.2225,4.6626,-0.14891,-5.1251,-5.5685,-2.6885,-0.39713,-0.27501,-1.4227,-2.2496,-1.5767,0.040193,0.60214,6.5091,2.9778,-1.2919,-4.3635,-2.7214,0.54425,1.4648,0.2439,-1.2295,-2.0667,-1.7303,-0.41496,0.30244,6.3866,3.0458,-1.1366,-3.8418,-2.098,0.34175,0.1395,-1.2555,-1.9503,-2.0551,-1.4474,-0.092402,0.48491,5.4273,3.1062,-1.4602,-4.744,-3.0075,0.51331,1.6883,0.64984,-0.88527,-2.0702,-2.0046,-0.59263,0.3159,6.1166,2.6246,0.20084,-2.7421,-3.1996,-0.94794,1.216,0.91352,-1.1429,-2.417,-1.74,-0.31954,0.22849,6.31,2.5978,-0.38863,-3.5176,-3.1581,0.30117,2.7664,1.482,-1.8107,-3.4269,-2.2249,-0.28327,0.31635,6.3606,3.2008,-0.16529,-3.7639,-3.4779,0.27339,2.9167,1.4114,-2.2662,-4.0425,-2.702,-0.52938,0.24085,7.6631,2.9721,1.0205,-1.7192,-2.7178,-1.4725,0.013003,-0.2453,-1.8972,-2.9221,-2.1851,-0.62231,0.16197
6.5091,2.9778,-1.2919,-4.3635,-2.7214,0.54425,1.4648,0.2439,-1.2295,-2.0667,-1.7303,-0.41496,0.30244,6.3866,3.0458,-1.1366,-3.8418,-2.098,0.34175,0.1395,-1.2555,-1.9503,-2.0551,-1.4474,-0.092402,0.48491,5.4273,3.1062,-1.4602,-4.744,-3.0075,0.51331,1.6883,0.64984,-0.88527,-2.0702,-2.0046,-0.59263,0.3159,6.1166,2.6246,0.20084,-2.7421,-3.1996,-0.94794,1.216,0.91352,-1.1429,-2.417,-1.74,-0.31954,0.22849,6.31,2.5978,-0.38863,-3.5176,-3.1581,0.30117,2.7664,1.482,-1.8107,-3.4269,-2.2249,-0.28327,0.31635,6.3606,3.2008,-0.16529,-3.7639,-3.4779,0.27339,2.9167,1.4114,-2.2662,-4.0425,-2.702,-0.52938,0.24085,7.6631,2.9721,1.0205,-1.7192,-2.7178,-1.4725,0.013003,-0.2453,-1.8972,-2.9221,-2.1851,-0.62231,0.16197,7.6075,3.5787,0.65632,-3.0604,-3.8564,-1.2639,1.4213,1.1257,-1.5739,-3.5787,-3.0559,-1.1213,0.062572,7.3607,3.9964,1.4316,-2.6236,-4.8268,-3.6247,-0.71742,0.93977,0.20323,-1.4855,-2.111,-1.2816,-0.22621,4.6821,0.35941,-0.18038,-0.81254,-0.86242,-0.18096,0.64102,0.88197,0.42724,-0.18643,-0.40849,-0.2201,-0.0085303
6.1166,2.6246,0.20084,-2.7421,-3.1996,-0.94794,1.216,0.91352,-1.1429,-2.417,-1.74,-0.31954,0.22849,6.31,2.5978,-0.38863,-3.5176,-3.1581,0.30117,2.7664,1.482,-1.8107,-3.4269,-2.2249,-0.28327,0.31635,6.3606,3.2008,-0.16529,-3.7639,-3.4779,0.27339,2.9167,1.4114,-2.2662,-4.0425,-2.702,-0.52938,0.24085,7.6631,2.9721,1.0205,-1.7192,-2.7178,-1.4725,0.013003,-0.2453,-1.8972,-2.9221,-2.1851,-0.62231,0.16197,7.6075,3.5787,0.65632,-3.0604,-3.8564,-1.2639,1.4213,1.1257,-1.5739,-3.5787,-3.0559,-1.1213,0.062572,7.3607,3.9964,1.4316,-2.6236,-4.8268,-3.6247,-0.71742,0.93977,0.20323,-1.4855,-2.111,-1.2816,-0.22621,4.6821,0.35941,-0.18038,-0.81254,-0.86242,-0.18096,0.64102,0.88197,0.42724,-0.18643,-0.40849,-0.2201,-0.0085303,-1.0466,0,0,0,0,0,0,0,0,0,0,0,0,-2.6327,0,0,0,0,0,0,0,0,0,0,0,0,-3.8713,0,0,0,0,0,0,0,0,0,0,0,0
7.6631,2.9721,1.0205,-1.7192,-2.7178,-1.4725,0.013003,-0.2453,-1.8972,-2.9221,-2.1851,-0.62231,0.16197,7.6075,3.5787,0.65632,-3.0604,-3.8564,-1.2639,1.4213,1.1257,-1.5739,-3.5787,-3.0559,-1.1213,0.062572,7.3607,3.9964,1.4316,-2.6236,-4.8268,-3.6247,-0.71742,0.93977,0.20323,-1.4855,-2.111,-1.2816,-0.22621,4.6821,0.35941,-0.18038,-0.81254,-0.86242,-0.18096,0.64102,0.88197,0.42724,-0.18643,-0.40849,-0.2201,-0.0085303,-1.0466,0,0,0,0,0,0,0,0,0,0,0,0,-2.6327,0,0,0,0,0,0,0,0,0,0,0,0,-3.8713,0,0,0,0,0,0,0,0,0,0,0,0,-1.8109,0,0,0,0,0,0,0,0,0,0,0,0,-0.47974,0,0,0,0,0,0,0,0,0,0,0,0,2.6376,0,0,0,0,0,0,0,0,0,0,0,0
4.6821,0.35941,-0.18038,-0.81254,-0.86242,-0.18096,0.64102,0.88197,0.42724,-0.18643,-0.40849,-0.2201,-0.0085303,-1.0466,0,0,0,0,0,0,0,0,0,0,0,0,-2.6327,0,0,0,0,0,0,0,0,0,0,0,0,-3.8713,0,0,0,0,0,0,0,0,0,0,0,0,-1.8109,0,0,0,0,0,0,0,0,0,0,0,0,-0.47974,0,0,0,0,0,0,0,0,0,0,0,0,2.6376,0,0,0,0,0,0,0,0,0,0,0,0,3.806,0.17253,0.19233,0.1769,0.14336,0.11144,0.08885,0.068278,0.038011,-0.0035043,-0.042056,-0.056349,-0.034054,5.3744,0.93211,0.6741,0.09239,-0.37211,-0.38126,0.0067528,0.40584,0.45838,0.14187,-0.24646,-0.38439,-0.2056,5.8529,1.3962,0.80153,-0.23805,-0.81279,-0.44642,0.43042,0.93085,0.59091,-0.23453,-0.80626,-0.73872,-0.27769
-3.8713,0,0,0,0,0,0,0,0,0,0,0,0,-1.8109,0,0,0,0,0,0,0,0,0,0,0,0,-0.47974,0,0,0,0,0,0,0,0,0,0,0,0,2.6376,0,0,0,0,0,0,0,0,0,0,0,0,3.806,0.17253,0.19233,0.1769,0.14336,0.11144,0.08885,0.068278,0.038011,-0.0035043,-0.042056,-0.056349,-0.034054,5.3744,0.93211,0.6741,0.09239,-0.37211,-0.38126,0.0067528,0.40584,0.45838,0.14187,-0.24646,-0.38439,-0.2056,5.8529,1.3962,0.80153,-0.23805,-0.81279,-0.44642,0.43042,0.93085,0.59091,-0.23453,-0.80626,-0.73872,-0.27769,5.8227,1.697,0.74699,-0.5998,-0.93615,0.12601,1.463,1.6392,0.43161,-1.0226,-1.5169,-0.96435,-0.22564,6.444,1.4015,0.78231,-0.11051,-0.2983,0.40341,1.1252,0.92483,-0.14734,-1.1385,-1.2701,-0.69902,-0.14556,5.0807,0.99307,0.59864,-0.03173,-0.25253,0.15134,0.71103,0.77634,0.20716,-0.50791,-0.79408,-0.55429,-0.16013
2.6376,0,0,0,0,0,0,0,0,0,0,0,0,3.806,0.17253,0.19233,0.1769,0.14336,0.11144,0.08885,0.068278,0.038011,-0.0035043,-0.042056,-0.056349,-0.034054,5.3744,0.93211,0.6741,0.09239,-0.37211,-0.38126,0.0067528,0.40584,0.45838,0.14187,-0.24646,-0.38439,-0.2056,5.8529,1.3962,0.80153,-0.23805,-0.81279,-0.44642,0.43042,0.93085,0.59091,-0.23453,-0.80626,-0.73872,-0.27769,5.8227,1.697,0.74699,-0.5998,-0.93615,0.12601,1.463,1.6392,0.43161,-1.0226,-1.5169,-0.96435,-0.22564,6.444,1.4015,0.78231,-0.11051,-0.2983,0.40341,1.1252,0.92483,-0.14734,-1.1385,-1.2701,-0.69902,-0.14556,5.0807,0.99307,0.59864,-0.03173,-0.25253,0.15134,0.71103,0.77634,0.20716,-0.50791,-0.79408,-0.55429,-0.16013,1.9156,0,0,0,0,0,0,0,0,0,0,0,0,-1.356,0,0,0,0,0,0,0,0,0,0,0,0,-2.7433,0,0,0,0,0,0,0,0,0,0,0,0
5.8529,1.3962,0.80153,-0.23805,-0.81279,-0.44642,0.43042,0.93085,0.59091,-0.23453,-0.80626,-0.73872,-0.27769,5.8227,1.697,0.74699,-0.5998,-0.93615,0.12601,1.463,1.6392,0.43161,-1.0226,-1.5169,-0.96435,-0.22564,6.444,1.4015,0.78231,-0.11051,-0.2983,0.40341,1.1252,0.92483,-0.14734,-1.1385,-1.2701,-0.69902,-0.14556,5.0807,0.99307,0.59864,-0.03173,-0.25253,0.15134,0.71103,0.77634,0.20716,-0.50791,-0.79408,-0.55429,-0.16013,1.9156,0,0,0,0,0,0,0,0,0,0,0,0,-1.356,0,0,0,0,0,0,0,0,0,0,0,0,-2.7433,0,0,0,0,0,0,0,0,0,0,0,0,-2.991,0,0,0,0,0,0,0,0,0,0,0,0,0.68342,0,0,0,0,0,0,0,0,0,0,0,0,2.8079,0.31743,0.12644,-0.25432,-0.60292,-0.6918,-0.4552,-0.037318,0.31424,0.4243,0.30024,0.09901,-0.011024
5.0807,0.99307,0.59864,-0.03173,-0.25253,0.15134,0.71103,0.77634,0.20716,-0.50791,-0.79408,-0.55429,-0.16013,1.9156,0,0,0,0,0,0,0,0,0,0,0,0,-1.356,0,0,0,0,0,0,0,0,0,0,0,0,-2.7433,0,0,0,0,0,0,0,0,0,0,0,0,-2.991,0,0,0,0,0,0,0,0,0,0,0,0,0.68342,0,0,0,0,0,0,0,0,0,0,0,0,2.8079,0.31743,0.12644,-0.25432,-0.60292,-0.6918,-0.4552,-0.037318,0.31424,0.4243,0.30024,0.09901,-0.011024,7.4845,2.5072,1.7683,-0.13566,-2.2385,-3.4712,-3.3542,-2.2119,-0.84222,0.051569,0.26463,0.089917,-0.039827,8.0494,4.9098,1.2525,-3.1205,-4.7628,-4.5169,-4.3828,-3.7374,-1.5022,0.81267,1.197,0.26667,-0.15028,10.661,5.6953,1.4923,-4.6354,-8.0469,-7.3849,-4.5202,-1.3701,1.1753,2.2837,1.5411,0.12015,-0.30401
-2.7433,0,0,0,0,0,0,0,0,0,0,0,0,-2.991,0,0,0,0,0,0,0,0,0,0,0,0,0.68342,0,0,0,0,0,0,0,0,0,0,0,0,2.8079,0.31743,0.12644,-0.25432,-0.60292,-0.6918,-0.4552,-0.037318,0.31424,0.4243,0.30024,0.09901,-0.011024,7.4845,2.5072,1.7683,-0.13566,-2.2385,-3.4712,-3.3542,-2.2119,-0.84222,0.051569,0.26463,0.089917,-0.039827,8.0494,4.9098,1.2525,-3.1205,-4.7628,-4.5169,-4.3828,-3.7374,-1.5022,0.81267,1.197,0.26667,-0.15028,10.661,5.6953,1.4923,-4.6354,-8.0469,-7.3849,-4.5202,-1.3701,1.1753,2.2837,1.5411,0.12015,-0.30401,9.9595,6.7225,1.9203,-4.8955,-8.6789,-8.3004,-5.6047,-2.2151,0.762,2.0654,1.3637,0.054998,-0.2935,9.5499,5.4666,0.8525,-5.0309,-7.2653,-5.6802,-3.3682,-1.7158,0.021934,1.5884,1.6053,0.363,-0.24527,9.4869,6.7231,0.865,-6.1677,-8.1776,-5.5801,-2.8749,-1.8172,-0.94436,0.21872,0.51975,-0.041155,-0.20474
2.8079,0.31743,0.12644,-0.25432,-0.60292,-0.6918,-0.4552,-0.037318,0.31424,0.4243,0.30024,0.09901,-0.011024,7.4845,2.5072,1.7683,-0.13566,-2.2385,-3.4712,-3.3542,-2.2119,-0.84222,0.051569,0.26463,0.089917,-0.039827,8.0494,4.9098,1.2525,-3.1205,-4.7628,-4.5169,-4.3828,-3.7374,-1.5022,0.81267,1.197,0.26667,-0.15028,10.661,5.6953,1.4923,-4.6354,-8.0469,-7.3849,-4.5202,-1.3701,1.1753,2.2837,1.5411,0.12015,-0.30401,9.9595,6.7225,1.9203,-4.8955,-8.6789,-8.3004,-5.6047,-2.2151,0.762,2.0654,1.3637,0.054998,-0.2935,9.5499,5.4666,0.8525,-5.0309,-7.2653,-5.6802,-3.3682,-1.7158,0.021934,1.5884,1.6053,0.363,-0.24527,9.4869,6.7231,0.865,-6.1677,-8.1776,-5.5801,-2.8749,-1.8172,-0.94436,0.21872,0.51975,-0.041155,-0.20474,9.0968,5.4502,0.1537,-5.7866,-6.4894,-2.686,0.22261,-0.29944,-1.8854,-1.9792,-0.9861,-0.28302,-0.031063,6.2457,3.7084,-1.3856,-5.8107,-4.181,1.0149,3.1744,0.68444,-2.1432,-2.14,-0.75604,-0.1993,-0.1826,1.7795,0.49005,-0.3128,-1.0855,-0.9246,-0.0079454,0.6499,0.51269,0.057213,-0.074914,0.076138,0.10407,-0.0078671
10.661,5.6953,1.4923,-4.6354,-8.0469,-7.3849,-4.5202,-1.3701,1.1753,2.2837,1.5411,0.12015,-0.30401,9.9595,6.7225,1.9203,-4.8955,-8.6789,-8.3004,-5.6047,-2.2151,0.762,2.0654,1.3637,0.054998,-0.2935,9.5499,5.4666,0.8525,-5.0309,-7.2653,-5.6802,-3.3682,-1.7158,0.021934,1.5884,1.6053,0.363,-0.24527,9.4869,6.7231,0.865,-6.1677,-8.1776,-5.5801,-2.8749,-1.8172,-0.94436,0.21872,0.51975,-0.041155,-0.20474,9.0968,5.4502,0.1537,-5.7866,-6.4894,-2.686,0.22261,-0.29944,-1.8854,-1.9792,-0.9861,-0.28302,-0.031063,6.2457,3.7084,-1.3856,-5.8107,-4.181,1.0149,3.1744,0.68444,-2.1432,-2.14,-0.75604,-0.1993,-0.1826,1.7795,0.49005,-0.3128,-1.0855,-0.9246,-0.0079454,0.6499,0.51269,0.057213,-0.074914,0.076138,0.10407,-0.0078671,2.2085,0.81486,-0.61834,-2.0336,-1.7343,0.14973,1.7438,1.6378,0.34592,-0.64091,-0.65489,-0.21767,0.012297,5.3772,1.4289,-1.22,-3.4169,-2.1284,1.5425,3.5067,1.8171,-1.2016,-2.3029,-1.1655,0.11742,0.25068,5.3082,2.289,-0.72621,-3.1438,-1.5833,2.1738,3.379,0.61026,-2.7596,-3.3488,-1.5954,-0.055472,0.17452
9.4869,6.7231,0.865,-6.1677,-8.1776,-5.5801,-2.8749,-1.8172,-0.94436,0.21872,0.51975,-0.041155,-0.20474,9.0968,5.4502,0.1537,-5.7866,-6.4894,-2.686,0.22261,-0.29944,-1.8854,-1.9792,-0.9861,-0.28302,-0.031063,6.2457,3.7084,-1.3856,-5.8107,-4.181,1.0149,3.1744,0.68444,-2.1432,-2.14,-0.75604,-0.1993,-0.1826,1.7795,0.49005,-0.3128,-1.0855,-0.9246,-0.0079454,0.6499,0.51269,0.057213,-0.074914,0.076138,0.10407,-0.0078671,2.2085,0.81486,-0.61834,-2.0336,-1.7343,0.14973,1.7438,1.6378,0.34592,-0.64091,-0.65489,-0.21767,0.012297,5.3772,1.4289,-1.22,-3.4169,-2.1284,1.5425,3.5067,1.8171,-1.2016,-2.3029,-1.1655,0.11742,0.25068,5.3082,2.289,-0.72621,-3.1438,-1.5833,2.1738,3.379,0.61026,-2.7596,-3.3488,-1.5954,-0.055472,0.17452,5.1005,0.93157,-0.81455,-2.3263,-1.5561,0.92348,2.426,1.4433,-0.65071,-1.566,-0.85634,0.077921,0.19744,3.9299,0.9673,0.05709,-0.81545,-0.50272,0.67269,1.2149,0.3426,-1.0468,-1.5575,-0.95435,-0.17234,0.059541,4.028,0.013045,0.014363,0.011996,0.0062212,-0.0016544,-0.0096801,-0.015848,-0.0187,-0.017757,-0.013658,-0.0079443,-0.0025713
